Promotion Indicator,Brand,Manufacturer,Product,ProductsID,Region,Retailer,DDMMMYY,CY % Time On Promo,4 Weeks CY Ave Price Quantity,4 Weeks CY Sales On Promo,4 Weeks CY Ave RSP On Promo,4 Weeks CY % Sales On Promo
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Makro Main,9 Aug 26,,36.32325581395349,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Makro Main,16 Aug 26,,36.483877551020406,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Makro Online,2 Aug 26,1.0,,36.67,36.67,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Makro Online,9 Aug 26,1.0,,183.3,36.66,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Makro Online,16 Aug 26,1.0,,35.94,35.94,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,PnP Corporate,2 Aug 26,0.5,44.968823529411765,775.52,43.08444444444444,1.014454458644551
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,PnP Corporate,9 Aug 26,0.3333333333333333,50.892,137.99,45.99666666666667,0.27114281222982
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,PnP Corporate,16 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,PnP Family,2 Aug 26,0.8,48.123333333333335,3135.59,43.54986111111111,7.23970815728106
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,PnP Family,9 Aug 26,0.8181818181818182,52.99,846.28,47.01555555555555,5.323520161036673
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,PnP Family,16 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,PnP Hypermarket,2 Aug 26,1.0,,730.89,42.99352941176471,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,PnP Hypermarket,9 Aug 26,1.0,,180.49,45.1225,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,PnP Local,2 Aug 26,,42.498000000000005,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,PnP Local,9 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,PnP Local,16 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,SaveMor,16 Aug 26,,59.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Shoprite,2 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Shoprite,9 Aug 26,,52.99181818181818,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Shoprite,16 Aug 26,,52.992,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Shoprite Mini,2 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Shoprite Mini,16 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Spar,2 Aug 26,0.6111111111111112,57.89,1290.9,46.10357142857144,2.229918811539126
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Spar,9 Aug 26,,57.31,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,Spar,16 Aug 26,,57.5525,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,SuperSpar,2 Aug 26,0.3333333333333333,53.15354838709678,1894.67,45.11119047619048,0.5749229256687868
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,SuperSpar,9 Aug 26,0.0625,56.938545454545455,280.96,46.82666666666666,0.0897171432038369
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Eastern Cape,SuperSpar,16 Aug 26,0.0625,56.92,154.12,51.373333333333335,0.0416563057462565
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Checkers,2 Aug 26,1.0,,6050.38,41.44095890410959,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Checkers,9 Aug 26,0.9333333333333332,41.85285714285715,4460.61,41.68794392523364,15.225483837935622
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Checkers,16 Aug 26,0.2,49.08363636363636,390.97,43.44111111111111,0.3620628982071418
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Checkers Foods,2 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Checkers Foods,9 Aug 26,1.0,,119.99,39.99666666666666,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Checkers Hyper,2 Aug 26,1.0,,532.97,40.99769230769231,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Checkers Hyper,9 Aug 26,1.0,,479.96,39.99666666666666,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Checkers Hyper,16 Aug 26,,52.99071428571428,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Clicks,2 Aug 26,,55.83129032258064,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Clicks,9 Aug 26,,55.606923076923074,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Clicks,16 Aug 26,,55.627272727272725,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Clicks Pharmacy,2 Aug 26,,55.9925,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Dis-Chem,2 Aug 26,0.2,46.465384615384615,26.5,26.5,0.043870540518169
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Dis-Chem,9 Aug 26,0.6666666666666666,46.1,227.91,37.985,0.988763557483731
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Dis-Chem,16 Aug 26,0.375,36.67473684210527,778.96,38.948,1.1178783617002956
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,KwikSpar,2 Aug 26,0.3333333333333333,46.656666666666666,139.97,46.656666666666666,1.0
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,KwikSpar,9 Aug 26,,56.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,KwikSpar,16 Aug 26,,58.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Makro Main,16 Aug 26,,36.3311320754717,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Makro Online,2 Aug 26,1.0,,36.67,36.67,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Makro Online,16 Aug 26,1.0,,329.29,36.58777777777778,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,OK Foods,2 Aug 26,,45.115,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,OK Foods,9 Aug 26,0.5,42.99,42.99,42.99,0.5
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,OK Foods,16 Aug 26,,57.656666666666666,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,PnP Corporate,2 Aug 26,0.5,47.74625,255.0,42.5,0.667591695682907
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,PnP Corporate,9 Aug 26,0.6666666666666666,52.99,286.47,47.745000000000005,2.7030571806001134
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,PnP Corporate,16 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,PnP Family,2 Aug 26,0.9166666666666666,48.794,2813.93,44.66555555555555,11.533918104685002
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,PnP Family,9 Aug 26,0.6363636363636364,47.16222222222222,1369.97,44.19258064516129,3.227559722942092
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,PnP Family,16 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,PnP Hypermarket,2 Aug 26,1.0,,338.92,42.365,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,PnP Hypermarket,9 Aug 26,1.0,,42.5,42.5,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,PnP Hypermarket,16 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,PnP Mini Market,2 Aug 26,0.5,48.745,297.5,42.5,3.051595035388245
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,PnP Mini Market,9 Aug 26,0.5,46.66333333333333,127.5,42.5,0.9107793413815272
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Shoprite,16 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Spar,2 Aug 26,0.4666666666666667,49.54,914.3,45.715,0.9227896649172386
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Spar,9 Aug 26,,59.57823529411765,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,Spar,16 Aug 26,,59.847142857142856,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,SuperSpar,2 Aug 26,0.8333333333333334,56.99,888.8,44.44,15.595718547113528
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,SuperSpar,9 Aug 26,0.2,57.53545454545454,79.98,39.99,0.1263726713962932
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Free State,SuperSpar,16 Aug 26,0.2,57.49,239.94,39.99,1.0433988519742563
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Baby City,2 Aug 26,,47.69,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Baby City,16 Aug 26,1.0,,45.04,15.013333333333334,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Buying Partner,9 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Buying Partner,16 Aug 26,,59.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Checkers,2 Aug 26,0.9327731092436976,44.9675,42223.82,45.06277481323372,39.12438613072404
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Checkers,9 Aug 26,0.8389830508474576,45.4035064935065,28393.62,44.99781299524564,8.121582233765341
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Checkers,16 Aug 26,0.3465346534653465,52.138875739644966,4920.87,48.24382352941176,0.5584618684510076
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Checkers Hyper,2 Aug 26,0.9473684210526316,44.98804347826086,16697.67,45.00719676549865,8.068651090869555
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Checkers Hyper,9 Aug 26,0.9473684210526316,46.99,11173.03,45.05254032258065,59.44365822515429
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Checkers Hyper,16 Aug 26,0.5789473684210527,51.70509433962264,3254.31,48.57179104477612,1.1875440177786212
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Clicks,2 Aug 26,,55.32106280193237,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Clicks,9 Aug 26,,55.32076923076923,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Clicks,16 Aug 26,0.0229885057471264,55.3414201183432,749.28,28.818461538461538,0.0801137639398248
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Clicks Pharmacy,2 Aug 26,,55.693,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Clicks Pharmacy,9 Aug 26,,55.37769230769231,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Clicks Pharmacy,16 Aug 26,,55.555625,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Dis-Chem,2 Aug 26,0.4395604395604395,45.058467153284674,5814.44,40.37805555555556,0.9419132643556384
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Dis-Chem,9 Aug 26,0.375,46.42796875,2629.66,41.0884375,0.4424966093309865
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Dis-Chem,16 Aug 26,0.7850467289719626,39.12674418604652,26150.92,31.852521315468938,15.543356414752294
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,KwikSpar,2 Aug 26,0.5,57.54555555555555,538.88,44.906666666666666,1.0404896603657006
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,KwikSpar,9 Aug 26,0.1666666666666666,59.87888888888889,57.94,57.94,0.1075133139114137
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,KwikSpar,16 Aug 26,,59.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Makro Main,2 Aug 26,0.1,36.88025936599424,3977.0,36.82407407407408,0.1035883450739535
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Makro Main,9 Aug 26,0.2727272727272727,36.644623015873016,5329.1,37.00763888888889,0.2885446824362482
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Makro Main,16 Aug 26,0.1818181818181818,36.97010544815466,7194.42,36.70622448979592,0.342005296636859
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Makro Online,2 Aug 26,0.7,36.96941176470588,5017.54,36.89367647058823,2.661203750848608
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Makro Online,9 Aug 26,0.8181818181818182,39.52333333333333,1586.27,36.89,6.689170953866914
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Makro Online,16 Aug 26,0.5555555555555556,41.7005,1054.68,36.36827586206897,1.264589153607271
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Medicare,2 Aug 26,,44.38,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Medicare,9 Aug 26,0.3333333333333333,37.09,68.88,34.44,0.9285521703963332
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Medicare,16 Aug 26,0.2857142857142857,38.12166666666667,349.71,31.79181818181818,0.5096401871201853
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,OK Foods,2 Aug 26,0.5,45.99,633.86,45.27571428571429,3.445640356599261
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,OK Foods,9 Aug 26,0.3333333333333333,51.99,611.86,43.70428571428572,1.4711002115791498
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,OK Foods,16 Aug 26,,52.32333333333333,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Clothing,2 Aug 26,1.0,,838.99,44.15736842105263,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Clothing,9 Aug 26,1.0,,265.51,44.251666666666665,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Clothing,16 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Corporate,2 Aug 26,0.7052631578947368,44.97577586206896,14412.08,43.672969696969695,2.762421916778956
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Corporate,9 Aug 26,0.6027397260273972,47.80688311688312,4636.12,44.57807692307692,1.2594284907080162
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Corporate,16 Aug 26,,52.968099173553725,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Family,2 Aug 26,0.7631578947368421,45.53236842105263,22155.78,43.44270588235294,4.268368945169139
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Family,9 Aug 26,0.5081967213114754,48.4009375,5719.81,45.395317460317465,1.2309958700007964
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Family,16 Aug 26,0.0833333333333333,52.87222222222223,1923.37,40.07020833333333,0.3674515460372347
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Hypermarket,2 Aug 26,1.0,,10895.82,43.409641434262944,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Hypermarket,9 Aug 26,0.8571428571428571,51.24166666666667,2516.93,45.76236363636363,8.186469344608879
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Hypermarket,16 Aug 26,,52.59740740740741,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Local,2 Aug 26,0.2,44.70842105263158,254.98,42.49666666666666,0.3001671650224848
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Local,9 Aug 26,,51.24166666666667,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Local,16 Aug 26,,52.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Mini Market,2 Aug 26,1.0,,366.18,45.7725,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Mini Market,9 Aug 26,1.0,,95.49,47.745,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,PnP Mini Market,16 Aug 26,,53.49,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,SaveMor,2 Aug 26,,58.656666666666666,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,SaveMor,9 Aug 26,,58.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Spar,2 Aug 26,0.6808510638297872,49.43864864864865,6200.63,43.66640845070423,3.3897486920726205
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Spar,9 Aug 26,0.088235294117647,58.42725490196079,463.96,51.55111111111111,0.1557022474738152
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,Spar,16 Aug 26,0.1219512195121951,58.54779411764706,894.95,44.7475,0.2247912087912088
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,SuperSpar,2 Aug 26,0.6976744186046512,50.83047058823529,17477.63,45.161834625323,4.045195216394057
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,SuperSpar,9 Aug 26,0.0389610389610389,55.606491935483874,194.96,38.992,0.0141373606731054
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Gauteng,SuperSpar,16 Aug 26,0.088235294117647,55.64127777777778,326.49,46.64142857142857,0.0325987002055827
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Checkers,2 Aug 26,1.0,,34705.43,43.43608260325407,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Checkers,9 Aug 26,0.9787234042553192,47.75,30258.48,43.60011527377522,316.842722513089
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Checkers,16 Aug 26,0.2222222222222222,52.07942028985507,2886.35,48.10583333333333,0.4016093035163685
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Checkers Foods,2 Aug 26,1.0,,393.02,43.66888888888889,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Checkers Foods,9 Aug 26,1.0,,265.51,44.251666666666665,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Checkers Foods,16 Aug 26,1.0,,148.49,49.49666666666667,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Checkers Hyper,2 Aug 26,1.0,,7266.48,43.25285714285714,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Checkers Hyper,9 Aug 26,1.0,,4716.75,43.272935779816514,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Checkers Hyper,16 Aug 26,0.5,51.438148148148144,774.46,48.40375,0.5576348437173737
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Clicks,2 Aug 26,0.0212765957446808,55.31584615384616,13.49,13.49,0.0018759404037791
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Clicks,9 Aug 26,,55.28123711340206,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Clicks,16 Aug 26,,55.32049180327869,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Clicks Pharmacy,2 Aug 26,,54.99333333333333,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Clicks Pharmacy,9 Aug 26,,54.99400000000001,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Clicks Pharmacy,16 Aug 26,,54.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Dis-Chem,2 Aug 26,0.3478260869565217,35.60122448979592,1038.62,41.5448,0.2976909760040356
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Dis-Chem,9 Aug 26,0.2222222222222222,37.78095890410959,495.46,41.28833333333333,0.1796440186946385
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Dis-Chem,16 Aug 26,0.8378378378378378,44.31818181818182,9913.18,32.18564935064935,10.167364102564102
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,KwikSpar,2 Aug 26,,57.97222222222222,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,KwikSpar,9 Aug 26,0.2,57.97222222222222,119.42,39.806666666666665,0.2288835649257307
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,KwikSpar,16 Aug 26,,57.566,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Makro Main,2 Aug 26,,36.956896551724135,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Makro Main,9 Aug 26,,36.531742160278746,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Makro Main,16 Aug 26,,36.60235751295337,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Makro Online,2 Aug 26,0.75,37.125,560.28,37.352,1.077979797979798
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Makro Online,9 Aug 26,0.3333333333333333,37.852,36.67,36.67,0.0968773116347881
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,Makro Online,16 Aug 26,0.6666666666666666,43.31,159.22,39.805,1.8381436157931192
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,OK Foods,2 Aug 26,0.5,54.99,267.94,44.656666666666666,2.4362611383887978
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,OK Foods,9 Aug 26,0.6666666666666666,52.99,257.94,42.99,4.867710888846952
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender Refill 800ml,157468,Kwazulu-natal,OK Foods,16 Aug 26,,52.99,,,
