date,manufacturer,product,retailer,region,sales_value,sales_volume,store_count,current_price,percent_time_on_promo,percent_sales_on_promo,4_weeks_volume_growth_percent,4_weeks_value_growth_percent,_source_row
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SaveMor,Eastern Cape,56.98,1.0,2.0,28.49,,,,,24700
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SaveMor,Eastern Cape,170.94,3.0,3.0,28.49,,,,,24701
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Eastern Cape,882.67,16.5,17.0,26.747575757575756,,,,,24706
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Eastern Cape,831.82,15.5,14.0,26.832903225806454,,,,,24707
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Eastern Cape,916.66,17.0,16.0,26.960588235294118,,,,,24708
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Eastern Cape,1228.04,23.0,20.0,26.696521739130436,,,,,24709
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Eastern Cape,1897.8,36.5,32.0,25.997260273972604,3.125,3.9504,,,24714
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Eastern Cape,2972.6,57.5,33.0,25.848695652173912,3.0303,5.8847,,,24715
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Eastern Cape,3440.83,66.0,38.0,26.06689393939394,2.6316,2.9051,,,24716
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Eastern Cape,3290.89,64.5,30.0,25.510775193798448,10.0,8.3728,,,24717
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Buying Partner,Free State,23.9,0.5,1.0,23.9,,,,,24718
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Buying Partner,Free State,23.9,0.5,1.0,23.9,,,,,24719
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Free State,22.95,0.5,1.0,22.95,,,,,24720
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Jumbo,Free State,152.44,3.5,1.0,21.777142857142856,100.0,100.0,,,24725
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Jumbo,Free State,514.56,12.0,1.0,21.439999999999998,100.0,100.0,,,24726
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Jumbo,Free State,418.83,9.5,1.0,22.043684210526315,,,,,24727
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Jumbo,Free State,154.1,3.5,1.0,22.014285714285712,,,,,24728
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Free State,77.97,1.5,1.0,25.99,,,,,24731
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Free State,51.98,1.0,1.0,25.99,,,,,24732
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Free State,47.98,1.0,1.0,23.99,,,,,24737
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Free State,47.98,1.0,1.0,23.99,,,,,24738
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Free State,47.98,1.0,1.0,23.99,,,,,24739
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SaveMor,Gauteng,28.0,0.5,1.0,28.0,,,,,24742
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SaveMor,Gauteng,28.0,0.5,1.0,28.0,,,,,24743
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SaveMor,Gauteng,28.0,0.5,1.0,28.0,,,,,24744
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Gauteng,74.97,1.5,1.0,24.99,,,,,24746
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Gauteng,74.97,1.5,1.0,24.99,,,,,24747
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Gauteng,24.99,0.5,1.0,24.99,,,,,24748
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Gauteng,149.94,3.0,2.0,24.99,,,,,24749
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Kwazulu-natal,45.9,1.0,1.0,22.95,,,,,24754
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Kwazulu-natal,22.95,0.5,1.0,22.95,,,,,24755
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Kwazulu-natal,111.94,2.5,3.0,22.387999999999998,33.3333,38.4938,,,24756
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Kwazulu-natal,63.62,1.5,2.0,21.206666666666667,50.0,27.8529,,,24757
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Express,Kwazulu-natal,29.99,0.5,1.0,29.99,,,,,24759
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Kwazulu-natal,71.97,1.5,2.0,23.99,,,,,24764
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Kwazulu-natal,149.94,3.0,3.0,24.99,,,,,24765
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Kwazulu-natal,200.92,4.0,3.0,25.115,,,,,24766
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Kwazulu-natal,146.94,3.0,3.0,24.49,,,,,24767
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Kwazulu-natal,665.72,14.0,7.0,23.775714285714287,,,,,24772
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Kwazulu-natal,386.84,8.0,9.0,24.1775,,,,,24773
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Kwazulu-natal,1511.17,31.5,13.0,23.9868253968254,7.6923,1.5081,,,24774
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Kwazulu-natal,1700.86,35.5,15.0,23.955774647887324,,,,,24775
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Megasave,Non-sa,459.8,10.0,1.0,22.990000000000002,,,,,24790
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Megasave,Non-sa,367.84,8.0,1.0,22.99,,,,,24791
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Megasave,Non-sa,68.97,1.5,1.0,22.99,,,,,24792
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Express,Non-sa,93.66,1.5,1.0,31.22,100.0,100.0,,,24793
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Foods,Non-sa,57.98,1.0,1.0,28.99,,,,,24794
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Foods,Non-sa,57.98,1.0,1.0,28.99,,,,,24795
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Foods,Non-sa,29.99,0.5,1.0,29.99,,,,,24796
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Foods,Non-sa,57.98,1.0,1.0,28.99,,,,,24797
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Grocer,Non-sa,51.98,1.0,1.0,25.99,,,,,24798
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Minimark,Non-sa,57.98,1.0,1.0,28.99,,,,,24802
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SaveMor,Non-sa,55.98,1.0,1.0,27.99,,,,,24806
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SaveMor,Non-sa,54.98,1.0,2.0,27.49,,,,,24807
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SaveMor,Non-sa,54.98,1.0,2.0,27.49,,,,,24808
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SaveMor,Non-sa,54.98,1.0,2.0,27.49,,,,,24809
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Non-sa,57.98,1.0,1.0,28.99,,,,,24814
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Non-sa,53.98,1.0,1.0,26.99,,,,,24815
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Non-sa,84.98,1.5,3.0,28.326666666666668,,,,,24816
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Non-sa,243.61,4.5,4.0,27.067777777777778,,,,,24817
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar Express,Non-sa,31.99,0.5,1.0,31.99,,,,,24820
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar Express,Non-sa,31.99,0.5,1.0,31.99,,,,,24821
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Non-sa,599.8,10.0,1.0,29.99,,,,,24826
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Non-sa,81.97,1.5,2.0,27.323333333333334,,,,,24827
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Non-sa,55.98,1.0,2.0,27.99,,,,,24828
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Non-sa,59.49,1.0,2.0,29.745,,,,,24829
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Foods,North West,28.99,0.5,1.0,28.99,,,,,24830
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Northern Cape,450.36,10.5,2.0,21.445714285714285,,,,,24835
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Northern Cape,165.6,4.0,2.0,20.7,50.0,58.4239,,,24836
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Northern Cape,653.08,14.5,2.0,22.520000000000003,50.0,19.9868,,,24837
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Northern Cape,451.37,10.0,1.0,22.5685,,,,,24838
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Foods,Northern Cape,24.99,0.5,1.0,24.99,,,,,24843
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Foods,Northern Cape,99.96,2.0,1.0,24.99,,,,,24844
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Foods,Northern Cape,74.97,1.5,1.0,24.99,,,,,24845
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SaveMor,Northern Cape,24.99,0.5,1.0,24.99,,,,,24846
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Western Cape,114.75,2.5,1.0,22.95,,,,,24851
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Western Cape,141.93,3.5,1.0,20.275714285714287,100.0,100.0,,,24852
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Western Cape,394.57,9.5,1.0,20.76684210526316,100.0,100.0,,,24853
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Cash & Carry,Western Cape,93.83,2.5,1.0,18.766,100.0,100.0,,,24854
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Jumbo,Western Cape,418.33,10.5,2.0,19.92047619047619,50.0,81.6771,,,24858
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Jumbo,Western Cape,539.2,14.0,2.0,19.25714285714286,,,,,24859
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Jumbo,Western Cape,207.11,5.0,2.0,20.711000000000002,,,,,24860
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Jumbo,Western Cape,231.45,5.5,1.0,21.04090909090909,100.0,100.0,,,24861
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,OK Foods,Western Cape,29.99,0.5,1.0,29.99,,,,,24865
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Western Cape,71.97,1.5,1.0,23.99,,,,,24870
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Western Cape,23.99,0.5,1.0,23.99,,,,,24871
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,Spar,Western Cape,47.98,1.0,1.0,23.99,,,,,24872
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Western Cape,49.98,1.0,1.0,24.99,,,,,24876
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Western Cape,24.99,0.5,1.0,24.99,,,,,24877
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Red 500ml,SuperSpar,Western Cape,76.97,1.5,2.0,25.656666666666666,,,,,24878
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Cash & Carry,Eastern Cape,1174.6,28.0,5.0,41.949999999999996,,,,,24884
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Cash & Carry,Eastern Cape,1248.24,30.0,4.0,41.608,,,,,24885
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Cash & Carry,Eastern Cape,1371.62,33.0,4.0,41.56424242424242,,,,,24886
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Cash & Carry,Eastern Cape,167.8,4.0,3.0,41.95,,,,,24887
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Checkers,Eastern Cape,1268.71,27.0,6.0,46.98925925925926,,,,,24892
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Checkers,Eastern Cape,1456.67,31.0,6.0,46.98935483870968,,,,,24893
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Checkers,Eastern Cape,1503.65,32.0,6.0,46.9890625,,,,,24894
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Checkers,Eastern Cape,1174.73,25.0,5.0,46.989200000000004,,,,,24895
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Checkers Hyper,Eastern Cape,187.96,4.0,1.0,46.99,,,,,24900
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Checkers Hyper,Eastern Cape,234.95,5.0,1.0,46.989999999999995,,,,,24901
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Checkers Hyper,Eastern Cape,281.94,6.0,1.0,46.99,,,,,24902
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Checkers Hyper,Eastern Cape,93.98,2.0,1.0,46.99,,,,,24903
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Jumbo,Eastern Cape,2844.87,70.0,4.0,40.641,,,,,24908
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Jumbo,Eastern Cape,2198.51,55.0,4.0,39.97290909090909,,,,,24909
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Jumbo,Eastern Cape,2299.7,58.0,4.0,39.65,25.0,37.8354,,,24910
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Jumbo,Eastern Cape,2324.87,57.0,4.0,40.78719298245614,,,,,24911
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,KwikSpar,Eastern Cape,548.89,11.0,6.0,49.89909090909091,,,,,24916
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,KwikSpar,Eastern Cape,560.09,11.0,8.0,50.91727272727273,,,,,24917
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,KwikSpar,Eastern Cape,469.38,9.0,6.0,52.153333333333336,,,,,24918
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,KwikSpar,Eastern Cape,452.91,9.0,6.0,50.32333333333334,,,,,24919
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Megasave,Eastern Cape,174.95,5.0,2.0,34.989999999999995,,,,,24924
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Megasave,Eastern Cape,314.91,9.0,3.0,34.99,,,,,24925
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Megasave,Eastern Cape,139.96,4.0,2.0,34.99,,,,,24926
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,OK Foods,Eastern Cape,234.95,5.0,2.0,46.989999999999995,,,,,24931
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,OK Foods,Eastern Cape,93.98,2.0,1.0,46.99,,,,,24932
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,OK Foods,Eastern Cape,140.97,3.0,2.0,46.99,,,,,24933
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,OK Foods,Eastern Cape,140.97,3.0,1.0,46.99,,,,,24934
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,OK Grocer,Eastern Cape,89.98,2.0,1.0,44.99,,,,,24939
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,OK Grocer,Eastern Cape,224.95,5.0,3.0,44.989999999999995,,,,,24940
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,OK Grocer,Eastern Cape,89.98,2.0,1.0,44.99,,,,,24941
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,PnP Family,Eastern Cape,38.99,1.0,1.0,38.99,,,,,24946
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,PnP Family,Eastern Cape,179.96,4.0,2.0,44.99,,,,,24947
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,PnP Family,Eastern Cape,77.98,2.0,1.0,38.99,,,,,24948
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,PnP Family,Eastern Cape,116.97,3.0,1.0,38.99,,,,,24949
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SaveMor,Eastern Cape,109.58,2.0,2.0,54.79,,,,,24954
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SaveMor,Eastern Cape,273.75,5.0,3.0,54.75,,,,,24955
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SaveMor,Eastern Cape,274.15,5.0,2.0,54.83,,,,,24956
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SaveMor,Eastern Cape,164.17,3.0,2.0,54.72333333333333,,,,,24957
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Eastern Cape,1133.67,27.0,4.0,41.98777777777778,,,,,24966
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Eastern Cape,597.81,15.0,4.0,39.854,25.0,43.8133,,,24967
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Eastern Cape,947.85,24.0,4.0,39.49375,25.0,55.7029,,,24968
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Eastern Cape,671.8,16.0,3.0,41.9875,,,,,24969
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Spar,Eastern Cape,1901.02,38.0,20.0,50.02684210526316,,,,,24974
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Spar,Eastern Cape,2799.44,56.0,26.0,49.99,7.6923,7.0,,,24975
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Spar,Eastern Cape,2367.52,48.0,22.0,49.32333333333333,9.0909,14.1046,,,24976
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Spar,Eastern Cape,3177.74,64.0,23.0,49.6521875,4.3478,7.2363,,,24977
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SuperSpar,Eastern Cape,9089.69,196.0,41.0,46.375969387755106,,,,,24982
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SuperSpar,Eastern Cape,9760.8,210.0,40.0,46.48,,,,,24983
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SuperSpar,Eastern Cape,13000.12,278.0,44.0,46.76302158273381,,,,,24984
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SuperSpar,Eastern Cape,11423.89,245.0,47.0,46.62812244897959,2.1277,0.4323,,,24985
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Buying Partner,Free State,44.5,1.0,1.0,44.5,,,,,24990
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Cash & Carry,Free State,83.9,2.0,1.0,41.95,,,,,24993
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Jumbo,Free State,287.63,7.0,1.0,41.089999999999996,,,,,24998
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Jumbo,Free State,655.07,16.0,1.0,40.941875,,,,,24999
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Jumbo,Free State,602.24,15.0,1.0,40.14933333333333,,,,,25000
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Jumbo,Free State,461.45,11.0,1.0,41.949999999999996,,,,,25001
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,OK Foods,Free State,49.99,1.0,1.0,49.99,,,,,25005
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,OK Foods,Free State,49.99,1.0,1.0,49.99,,,,,25006
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Free State,41.99,1.0,1.0,41.99,,,,,25009
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Free State,41.99,1.0,1.0,41.99,,,,,25010
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Spar,Free State,85.98,2.0,1.0,42.99,,,,,25014
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Spar,Free State,42.99,1.0,1.0,42.99,,,,,25015
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SuperSpar,Free State,83.98,2.0,1.0,41.99,,,,,25020
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SuperSpar,Free State,41.99,1.0,1.0,41.99,,,,,25021
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SaveMor,Gauteng,48.0,1.0,1.0,48.0,,,,,25022
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,SaveMor,Gauteng,48.0,1.0,1.0,48.0,,,,,25023
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Gauteng,167.94,4.0,2.0,41.985,,,,,25028
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Gauteng,167.94,4.0,2.0,41.985,,,,,25029
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Gauteng,251.93,6.0,3.0,41.98833333333334,,,,,25030
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Gauteng,41.99,1.0,1.0,41.99,,,,,25031
2026-07-26,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Cash & Carry,Kwazulu-natal,1137.49,29.0,4.0,39.22379310344827,25.0,5.906,,,25036
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Cash & Carry,Kwazulu-natal,923.26,25.0,5.0,36.9304,40.0,81.8253,,,25037
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Cash & Carry,Kwazulu-natal,857.03,21.0,5.0,40.81095238095238,20.0,8.5925,,,25038
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Cash & Carry,Kwazulu-natal,734.12,18.0,4.0,40.784444444444446,25.0,10.5323,,,25039
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Kwazulu-natal,209.93,5.0,1.0,41.986000000000004,,,,,25042
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Kwazulu-natal,41.99,1.0,1.0,41.99,,,,,25043
2026-08-16,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Shoprite Cash & Carry,Kwazulu-natal,125.96,3.0,1.0,41.986666666666665,,,,,25044
2026-08-02,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Spar,Kwazulu-natal,41.99,1.0,1.0,41.99,,,,,25049
2026-08-09,Boardman Bros,Newden Multipurpose Cleaner Pine Gel Yellow 1l,Spar,Kwazulu-natal,167.96,4.0,1.0,41.99,,,,,25050
